# combo=loongarch-glibc
# source=/mnt/d/OS/F7LY/tools/ltp/judge/v1/outputs/loongarch-glibc/parsed.tsv

Combo            | Case Name                | TPASS  | Summary    | Status       | End   
loongarch-glibc  | hugeshmget03             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | hugeshmget05             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | icmp4-multi-diffip01     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | icmp4-multi-diffip02     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | icmp4-multi-diffip03     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | icmp4-multi-diffip04     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | icmp4-multi-diffip05     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | icmp4-multi-diffip06     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | icmp4-multi-diffip07     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | icmp4-multi-diffnic01    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | icmp4-multi-diffnic02    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | icmp4-multi-diffnic03    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | icmp4-multi-diffnic04    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | icmp4-multi-diffnic05    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | icmp4-multi-diffnic06    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | icmp4-multi-diffnic07    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | icmp6-multi-diffip01     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | icmp6-multi-diffip02     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | icmp6-multi-diffip03     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | icmp6-multi-diffip04     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | icmp6-multi-diffip05     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | icmp6-multi-diffip06     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | icmp6-multi-diffip07     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | icmp6-multi-diffnic01    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | icmp6-multi-diffnic02    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | icmp6-multi-diffnic03    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | icmp6-multi-diffnic04    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | icmp6-multi-diffnic05    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | icmp6-multi-diffnic06    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | icmp6-multi-diffnic07    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | ima_boot_aggregate       | 0      | no/0       | FAIL         | 127   
loongarch-glibc  | inh_capped               | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | init_module01            | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | init_module02            | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | initialize_if            | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | inode01                  | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | inode02                  | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | inotify03                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | inotify06                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | inotify07                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | inotify08                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | input01                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | input02                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | input03                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | input04                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | input05                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | input06                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | io_cancel02              | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | io_destroy01             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | io_getevents02           | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | io_pgetevents01          | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | io_pgetevents02          | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | io_setup01               | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | io_submit01              | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | ioctl02                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | ioctl03                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | ioctl04                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | ioctl05                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | ioctl06                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | ioctl08                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | ioctl09                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | ioctl_loop01             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | ioctl_loop02             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | ioctl_loop03             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | ioctl_loop04             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | ioctl_loop05             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | ioctl_loop06             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | ioctl_loop07             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | ioctl_ns01               | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | ioctl_ns05               | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | ioctl_ns06               | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | iogen                    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | ioperm01                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | ioperm02                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | iopl01                   | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | iopl02                   | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | kallsyms                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | kernbench                | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | keyctl02                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | keyctl05                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | keyctl08                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | keyctl09                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | kill02                   | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | kill05                   | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | kill07                   | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | kill08                   | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | kill09                   | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | kill10                   | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | kill12                   | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | kill13                   | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | killall_icmp_traffic     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | killall_tcp_traffic      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | killall_udp_traffic      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | kmsg01                   | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | ksm01                    | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | ksm02                    | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | ksm03                    | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | ksm04                    | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | ksm05                    | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | ksm06                    | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | ksm07                    | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | lchown01                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | lchown01_16              | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | lchown02                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | lchown02_16              | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | lchown03                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | lchown03_16              | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | leapsec01                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | lgetxattr01              | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | lgetxattr02              | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | libcgroup_freezer        | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | link04                   | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | link08                   | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | linkat01                 | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | linkat02                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | listen01                 | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | listxattr01              | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | listxattr02              | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | listxattr03              | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | llistxattr01             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | llistxattr02             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | llistxattr03             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | locktests                | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | lremovexattr01           | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | ltpClient                | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | ltpServer                | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | ltp_acpi                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | madvise01                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | madvise02                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | madvise06                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | madvise07                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | madvise08                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | madvise09                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | madvise11                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | max_map_count            | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mbind01                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mbind02                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mbind03                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mbind04                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mc_member_test           | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | mc_recv                  | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | mc_send                  | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | mc_verify_opts           | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | mc_verify_opts_error     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | meltdown                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mem02                    | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | mem_process              | 0      | no/0       | FAIL         | 3     
loongarch-glibc  | memcg_process            | 0      | no/0       | FAIL         | 2     
loongarch-glibc  | memcg_process_stress     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | memcg_test_1             | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | memcg_test_2             | 0      | no/0       | TIMEOUT      | 124   
loongarch-glibc  | memcg_test_3             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | memcg_test_4             | 0      | no/0       | TIMEOUT      | 124   
loongarch-glibc  | memcontrol02             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | memcontrol03             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | memcontrol04             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | memctl_test01            | 0      | no/0       | FAIL         | 138   
loongarch-glibc  | memfd_create03           | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | memtoy                   | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mesgq_nstest             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | migrate_pages01          | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | migrate_pages02          | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | migrate_pages03          | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | min_free_kbytes          | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mincore01                | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | mkdir02                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mkdir03                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mkdir04                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mkdir05                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mkdir09                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mkdirat01                | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | mkdirat02                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mknod01                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mknod02                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mknod03                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mknod04                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mknod05                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mknod06                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mknod07                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mknod08                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mknod09                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mknodat01                | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | mknodat02                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mlock01                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mlock02                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mlock201                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mlock202                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mlock203                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mlockall01               | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mlockall02               | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mlockall03               | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mmap-corruption01        | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | mmap001                  | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | mmap01                   | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | mmap03                   | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | mmap10                   | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mmap11                   | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mmap14                   | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mmap16                   | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mmap2                    | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | mmapstress02             | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | mmapstress03             | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | mmapstress05             | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | mmapstress06             | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | mmapstress07             | 0      | no/0       | FAIL         | 5     
loongarch-glibc  | mmapstress08             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mmapstress09             | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | mmapstress10             | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | mmstress                 | 0      | no/0       | FAIL         | 2     
loongarch-glibc  | mmstress_dummy           | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | modify_ldt01             | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | modify_ldt02             | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | modify_ldt03             | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | mount01                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mount02                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mount03                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mount03_suid_child       | 0      | no/0       | FAIL         | 2     
loongarch-glibc  | mount04                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mount05                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mount06                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mount07                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mount_setattr01          | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mountns01                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mountns02                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mountns03                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mountns04                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | move_mount01             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | move_mount02             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | move_pages01             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | move_pages02             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | move_pages03             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | move_pages04             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | move_pages05             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | move_pages06             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | move_pages07             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | move_pages09             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | move_pages10             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | move_pages11             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | move_pages12             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mprotect01               | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | mprotect02               | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | mprotect03               | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | mprotect04               | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | mq_notify03              | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mq_open01                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mq_unlink01              | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mqns_01                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mqns_02                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mqns_03                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mqns_04                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | mremap01                 | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | mremap02                 | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | mremap03                 | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | mremap04                 | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | mremap05                 | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | msg_comm                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | msgctl04                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | msgctl05                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | msgctl06                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | msgget02                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | msgget04                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | msgget05                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | msgrcv02                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | msgrcv03                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | msgsnd02                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | msgsnd05                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | msgsnd06                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | msync01                  | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | msync02                  | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | msync03                  | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | msync04                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | munlock01                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | munlock02                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | munmap01                 | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | munmap02                 | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | munmap03                 | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | name_to_handle_at01      | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | netns_netlink            | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | newuname01               | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | nextafter01              | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | nfs01_open_files         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | nfs04_create_file        | 0      | no/0       | FAIL         | 3     
loongarch-glibc  | nfs_flock                | 0      | no/0       | FAIL         | 2     
loongarch-glibc  | nfs_flock_dgen           | 0      | no/0       | FAIL         | 2     
loongarch-glibc  | nftw01                   | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | nftw6401                 | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | nice01                   | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | nice04                   | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | nice05                   | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | nptl01                   | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | ns-echoclient            | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | ns-icmp_redirector       | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | ns-icmpv4_sender         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | ns-icmpv6_sender         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | ns-igmp_querier          | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | ns-mcast_join            | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | ns-mcast_receiver        | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | ns-tcpclient             | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | ns-tcpserver             | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | ns-udpclient             | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | ns-udpsender             | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | ns-udpserver             | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | oom01                    | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | oom02                    | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | oom03                    | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | oom04                    | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | oom05                    | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | open02                   | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | open08                   | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | open10                   | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | open11                   | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | open12                   | 0      | no/0       | FAIL         | 2     
loongarch-glibc  | open12_child             | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | open13                   | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | open14                   | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | open_by_handle_at01      | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | open_by_handle_at02      | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | open_tree01              | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | open_tree02              | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | openat02                 | 0      | no/0       | FAIL         | 2     
loongarch-glibc  | openat02_child           | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | openat03                 | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | openat04                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | openfile                 | 0      | no/0       | FAIL         | 134   
loongarch-glibc  | output_ipsec_conf        | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | overcommit_memory        | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | page01                   | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | page02                   | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | pathconf02               | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | pause02                  | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | pause03                  | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | pcrypt_aead01            | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | pec_listener             | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | perf_event_open01        | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | perf_event_open02        | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | perf_event_open03        | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | pidfd_getfd01            | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | pidfd_getfd02            | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | pidfd_open04             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | pidfd_send_signal03      | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | pidns01                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | pidns02                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | pidns03                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | pidns04                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | pidns05                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | pidns06                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | pidns10                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | pidns12                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | pidns13                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | pidns16                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | pidns17                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | pidns20                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | pidns30                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | pidns31                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | pidns32                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | pids_task1               | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | pids_task2               | 0      | no/0       | TIMEOUT      | 124   
loongarch-glibc  | pipe04                   | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | pipe05                   | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | pipe09                   | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | pipe2_02                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | pipe2_02_child           | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | pipeio                   | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | pivot_root01             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | pkey01                   | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | pm_cpu_consolidation.py  | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | pm_get_sched_values      | 0      | no/0       | FAIL         | 139   
