# combo	name	tpass_count	has_summary	summary_pass	summary_failed	summary_broken	summary_skipped	summary_warnings	summary_total	status	end_code
loongarch-musl	fcntl08	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	fcntl08_64	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	fcntl09	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl09_64	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl10	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl10_64	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl11	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl11_64	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl12	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	fcntl12_64	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	fcntl13	4	1	4	0	0	0	0	4	PASS	0
loongarch-musl	fcntl13_64	4	1	4	0	0	0	0	4	PASS	0
loongarch-musl	fcntl14	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl14_64	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl15	12	1	12	0	0	0	0	12	PASS	0
loongarch-musl	fcntl15_64	12	1	12	0	0	0	0	12	PASS	0
loongarch-musl	fcntl16	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl16_64	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl17	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl17_64	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl18	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fcntl18_64	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fcntl19	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl19_64	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl20	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl20_64	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl21	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl21_64	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl22	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl22_64	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl23	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl23_64	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl24	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl24_64	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl25	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl25_64	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl26	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl26_64	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl27	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	fcntl27_64	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	fcntl29	3	1	3	0	0	0	0	3	PASS	0
loongarch-musl	fcntl29_64	3	1	3	0	0	0	0	3	PASS	0
loongarch-musl	fcntl30	4	1	4	0	0	0	0	4	PASS	0
loongarch-musl	fcntl30_64	4	1	4	0	0	0	0	4	PASS	0
loongarch-musl	fcntl31	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl31_64	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl32	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl32_64	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl33	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fcntl33_64	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fcntl34	0	1	0	0	1	0	0	1	TIMEOUT	124
loongarch-musl	fcntl34_64	0	1	0	0	1	0	0	1	TIMEOUT	124
loongarch-musl	fcntl35	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fcntl35_64	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fcntl36	0	1	0	0	1	0	0	1	TIMEOUT	124
loongarch-musl	fcntl36_64	0	1	0	0	1	0	0	1	TIMEOUT	124
loongarch-musl	fcntl37	3	1	3	0	0	0	0	3	PASS	0
loongarch-musl	fcntl37_64	3	1	3	0	0	0	0	3	PASS	0
loongarch-musl	fcntl38	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	fcntl38_64	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	fcntl39	4	1	4	0	0	0	0	4	PASS	0
loongarch-musl	fcntl39_64	4	1	4	0	0	0	0	4	PASS	0
loongarch-musl	fdatasync01	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fdatasync02	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fdatasync03	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fgetxattr01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fgetxattr02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fgetxattr03	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	find_portbundle	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	finit_module01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	finit_module02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	flistxattr01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	flistxattr02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	flistxattr03	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	float_bessel	0	0	0	0	0	0	0	0	FAIL	139
loongarch-musl	float_exp_log	0	0	0	0	0	0	0	0	FAIL	139
loongarch-musl	float_iperb	0	0	0	0	0	0	0	0	FAIL	139
loongarch-musl	float_power	0	0	0	0	0	0	0	0	FAIL	139
loongarch-musl	float_trigo	0	0	0	0	0	0	0	0	FAIL	139
loongarch-musl	flock01	3	1	3	0	0	0	0	3	PASS	0
loongarch-musl	flock02	3	1	3	0	0	0	0	3	PASS	0
loongarch-musl	flock03	3	1	3	0	0	0	0	3	PASS	0
loongarch-musl	flock04	6	1	6	0	0	0	0	6	PASS	0
loongarch-musl	flock06	4	1	4	0	0	0	0	4	PASS	0
loongarch-musl	fork01	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	fork03	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	fork04	3	1	3	0	0	0	0	3	PASS	0
loongarch-musl	fork05	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fork07	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	fork08	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	fork09	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fork10	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	fork13	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fork14	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	fork_exec_loop	0	0	0	0	0	0	0	0	TIMEOUT	124
loongarch-musl	fork_procs	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	fpathconf01	9	1	9	0	0	0	0	9	PASS	0
loongarch-musl	fptest01	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fptest02	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	frag	0	0	0	0	0	0	0	0	FAIL	255
loongarch-musl	fremovexattr01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fremovexattr02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fs_di	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	fs_fill	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fs_inod	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	fs_perms	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fsconfig01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fsconfig02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fsconfig03	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fsetxattr01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fsetxattr02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fsmount01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fsmount02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fsopen01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fsopen02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fspick01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fspick02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fsstress	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	fstat02	6	1	6	0	0	0	0	6	PASS	0
loongarch-musl	fstat02_64	6	1	6	0	0	0	0	6	PASS	0
loongarch-musl	fstat03	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	fstat03_64	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	fstatat01	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fstatfs01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fstatfs01_64	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fstatfs02	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	fstatfs02_64	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	fsx-linux	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	fsync01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fsync02	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	fsync03	5	1	5	0	0	0	0	5	PASS	0
loongarch-musl	fsync04	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	ftest01	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	ftest02	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	ftest03	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	ftest04	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	ftest05	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	ftest06	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	ftest07	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	ftest08	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	ftruncate01	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	ftruncate01_64	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	ftruncate03	4	1	4	0	0	0	0	4	PASS	0
loongarch-musl	ftruncate03_64	4	1	4	0	0	0	0	4	PASS	0
loongarch-musl	ftruncate04	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	ftruncate04_64	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	futex_cmp_requeue01	7	1	7	0	0	0	0	7	PASS	0
loongarch-musl	futex_cmp_requeue02	3	1	3	0	0	0	0	3	PASS	0
loongarch-musl	futex_wait01	4	1	4	0	0	0	0	4	PASS	0
loongarch-musl	futex_wait02	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	futex_wait03	0	1	0	0	1	0	0	1	TIMEOUT	124
loongarch-musl	futex_wait04	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	futex_wait05	7	1	7	0	0	0	0	7	PASS	0
loongarch-musl	futex_wait_bitset01	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	futex_waitv01	0	1	0	0	0	1	0	1	FAIL	32
loongarch-musl	futex_waitv02	0	1	0	0	1	1	0	2	FAIL	34
loongarch-musl	futex_waitv03	0	1	0	0	1	0	0	1	FAIL	2
loongarch-musl	futex_wake01	6	1	6	0	0	0	0	6	PASS	0
loongarch-musl	futex_wake02	11	1	11	0	1	0	0	12	TIMEOUT	124
loongarch-musl	futex_wake03	11	1	11	0	0	0	0	11	PASS	0
loongarch-musl	futex_wake04	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	futimesat01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fw_load	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	genacos	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	genasin	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	genatan	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	genatan2	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	genbessel	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	genceil	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	gencos	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	gencosh	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	genexp	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	genexp_log	0	0	0	0	0	0	0	0	FAIL	134
loongarch-musl	genfabs	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	genfloor	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	genfmod	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	genfrexp	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	genhypot	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	geniperb	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	genj0	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	genj1	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	genldexp	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	genlgamma	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	genload	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	genlog	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	genlog10	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	genmodf	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	genpow	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	genpower	0	0	0	0	0	0	0	0	FAIL	134
loongarch-musl	gensin	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	gensinh	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	gensqrt	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	gentan	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	gentanh	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	gentrigo	0	0	0	0	0	0	0	0	FAIL	134
loongarch-musl	geny0	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	geny1	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	get_ifname	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	get_mempolicy01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	get_mempolicy02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	get_robust_list01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	getaddrinfo_01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	getcontext01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	getcpu01	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	getcwd01	4	1	4	1	0	0	0	5	FAIL	1
loongarch-musl	getcwd02	3	1	3	0	0	0	0	3	PASS	0
loongarch-musl	getcwd03	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	getcwd04	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	getdents01	2	1	2	0	0	2	0	4	PASS	0
loongarch-musl	getdents02	8	1	8	0	0	2	0	10	PASS	0
loongarch-musl	getdomainname01	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	getegid01	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	getegid01_16	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	getegid02	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	getegid02_16	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	geteuid01	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	geteuid01_16	0	1	0	0	0	1	0	1	FAIL	32
loongarch-musl	geteuid02	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	geteuid02_16	0	1	0	0	0	1	0	1	FAIL	32
loongarch-musl	getgid01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	getgid01_16	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	getgid03	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	getgid03_16	0	1	0	0	0	1	0	1	FAIL	32
loongarch-musl	getgroups01	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	getgroups01_16	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	getgroups03	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	getgroups03_16	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	gethostbyname_r01	0	1	0	1	0	0	0	1	FAIL	1
loongarch-musl	gethostid01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	gethostname01	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	gethostname02	0	1	0	1	0	0	0	1	FAIL	1
loongarch-musl	getitimer01	30	1	30	0	0	0	0	30	PASS	0
loongarch-musl	getitimer02	3	1	3	0	0	0	0	3	PASS	0
loongarch-musl	getpagesize01	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	getpeername01	7	1	7	0	0	0	0	7	PASS	0
loongarch-musl	getpgid01	8	1	8	0	0	0	0	8	PASS	0
loongarch-musl	getpgid02	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	getpgrp01	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	getpid01	100	1	100	0	0	0	0	100	PASS	0
loongarch-musl	getpid02	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	getppid01	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	getppid02	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	getpriority01	3	1	3	0	0	0	0	3	PASS	0
loongarch-musl	getpriority02	4	1	4	0	0	0	0	4	PASS	0
loongarch-musl	getrandom01	4	1	4	0	0	0	0	4	PASS	0
loongarch-musl	getrandom02	4	1	4	0	0	0	0	4	PASS	0
loongarch-musl	getrandom03	9	1	9	0	0	0	0	9	PASS	0
loongarch-musl	getrandom04	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	getrandom05	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	getresgid01	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	getresgid01_16	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	getresgid02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	getresgid02_16	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	getresgid03	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	getresgid03_16	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	getresuid01	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	getresuid01_16	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	getresuid02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	getresuid02_16	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	getresuid03	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	getresuid03_16	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	getrlimit01	16	1	16	0	0	0	0	16	PASS	0
loongarch-musl	getrlimit02	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	getrlimit03	0	1	0	16	0	0	0	16	FAIL	1
loongarch-musl	getrusage01	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	getrusage02	3	1	3	0	0	1	0	4	PASS	0
loongarch-musl	getrusage03	0	1	0	0	1	0	0	1	FAIL	2
loongarch-musl	getrusage03_child	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	getrusage04	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	getsid01	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	getsid02	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	getsockname01	6	1	6	0	0	0	0	6	PASS	0
loongarch-musl	getsockopt01	9	1	9	0	0	0	0	9	PASS	0
loongarch-musl	getsockopt02	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	gettid01	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	gettid02	5	1	5	0	1	0	0	6	TIMEOUT	124
loongarch-musl	gettimeofday01	3	1	3	0	0	0	0	3	PASS	0
loongarch-musl	gettimeofday02	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	getuid01	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	getuid01_16	0	1	0	0	0	1	0	1	FAIL	32
loongarch-musl	getuid03	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	getuid03_16	0	1	0	0	0	1	0	1	FAIL	32
loongarch-musl	getxattr01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	getxattr02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	getxattr03	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	getxattr04	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	getxattr05	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	growfiles	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	hackbench	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	hangup01	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	ht_affinity	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	ht_enabled	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugefallocate01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugefallocate02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugefork01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugefork02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap04	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap05	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap06	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap07	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap08	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap09	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap10	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap11	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap12	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap13	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap14	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap15	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap16	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap17	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap18	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap19	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap20	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap21	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap22	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap23	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap24	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap25	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap26	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap27	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap28	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap29	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap30	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap31	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugemmap32	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugeshmat01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugeshmat02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugeshmat03	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugeshmat04	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugeshmat05	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugeshmctl01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugeshmctl02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugeshmctl03	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugeshmdt01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugeshmget01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugeshmget02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugeshmget03	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	hugeshmget05	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	icmp4-multi-diffip01	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	icmp4-multi-diffip02	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	icmp4-multi-diffip03	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	icmp4-multi-diffip04	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	icmp4-multi-diffip05	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	icmp4-multi-diffip06	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	icmp4-multi-diffip07	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	icmp4-multi-diffnic01	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	icmp4-multi-diffnic02	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	icmp4-multi-diffnic03	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	icmp4-multi-diffnic04	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	icmp4-multi-diffnic05	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	icmp4-multi-diffnic06	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	icmp4-multi-diffnic07	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	icmp6-multi-diffip01	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	icmp6-multi-diffip02	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	icmp6-multi-diffip03	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	icmp6-multi-diffip04	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	icmp6-multi-diffip05	0	0	0	0	0	0	0	0	FAIL	1
